87,84
16,78
36,94
93,87
22,50
28,63
60,91
27,64
27,41
37,73
69,12
30,68
31,83
24,63
36,68
3,30
59,23
68,70
57,94
43,12
74,30
20,22
38,85
25,99
71,16
27,14
81,92
74,57
71,63
82,97
26,6
28,85
6,37
30,47
58,14
96,25
46,83
68,15
65,35
51,44
9,88
79,77
85,89
52,4
100,55
61,33
69,77
13,40
87,27
40,95
71,96
79,35
2,68
3,98
93,18
57,53
81,2
42,87
90,66
20,45
30,41
18,32
72,98
76,82
28,10
57,68
54,98
66,87
84,7
25,20
72,29
30,33
20,4
69,71
16,9
50,41
24,97
46,19
52,47
56,22
89,80
29,65
51,42
1,94
65,35
15,25
57,88
92,44
66,28
37,60
52,33
29,38
8,76
22,75
96,59
38,30
94,36
29,19
12,44
30,29
5,77
64,44
39,14
41,7
19,5
89,29
18,70
97,18
44,25
84,71
100,91
26,73
91,45
40,6
87,55
83,70
65,43
8,98
5,56
12,49
29,23
44,100
69,47
23,41
11,12
2,6
31,62
6,79
37,21
27,45
66,23
17,9
59,83
38,25
25,63
37,1
100,53
51,80
72,69
32,74
31,82
95,34
64,61
82,100
97,100
74,60
69,14
96,91
67,27
41,85
85,91
43,77
8,37
57,46
19,80
13,88
73,49
10,60
11,37
88,43
2,7
73,14
56,22
100,20
5,22
12,40
68,41
29,6
51,28
59,85
25,21
70,23
82,97
85,31
73,93
51,73
86,26
100,23
43,41
14,99
91,99
91,25
82,10
37,20
56,33
5,95
70,80
77,74
56,51
43,61
85,80
6,94
68,22
14,5
55,62
60,27
3,45
7,3
22,85
69,43
90,29
9,73
99,59
9,37
49,54
34,4
49,34
55,91
47,68
30,69
47,1
98,89
91,50
34,4
98,64
93,54
26,87
97,53
89,76
30,58
61,37
22,15
5,61
28,29
49,51
3,57
98,95
44,100
3,40
4,29
82,1
39,48
52,60
35,36
93,40
28,16
30,5
65,50
30,86
36,44
1,78
72,39
90,50
89,68
96,93
45,44
91,30
41,83
70,42
33,27
43,62
18,61
62,24
10,82
26,91
68,97
35,78
27,91
58,25
69,15
59,6
87,13
47,1
95,27
53,17
30,79
91,47
71,48
81,52
94,32
28,58
87,13
56,15
91,13
80,13
70,11
75,90
42,56
34,21
89,88
67,39
85,71
18,57
61,7
38,50
60,6
19,18
84,46
59,74
38,74
84,90
79,8
15,58
30,72
60,1
39,19
89,26
34,75
82,58
59,94
100,71
40,18
64,70
95,23
48,74
63,32
91,83
92,93
16,58
58,22
92,75
52,48
22,32
41,38
31,55
26,99
17,82
3,17
40,32
5,97
81,39
22,19
63,71
80,13
86,78
5,37
84,77
60,8
45,58
12,100
51,28
61,37
6,19
50,64
12,45
35,6
76,92
15,56
69,90
19,94
83,6
83,23
31,18
75,94
94,27
54,87
75,44
14,15
78,80
76,63
20,89
33,11
18,95
36,47
92,38
44,54
29,74
92,26
19,11
37,18
56,64
59,91
5,31
62,72
86,34
74,90
52,5
51,6
4,69
7,86
40,96
21,50
27,68
78,64
82,97
61,66
56,37
19,71
43,12
97,33
22,80
85,71
28,73
41,35
73,84
31,99
48,64
31,51
15,74
23,60
25,48
36,83
5,33
44,55
87,99
79,41
63,60
84,63
49,42
25,24
23,73
36,55
58,22
48,66
77,72
19,70
4,2
34,54
60,8
7,29
21,98
9,85
99,35
77,92
16,99
72,53
60,90
11,7
25,17
40,10
79,1
54,10
15,82
90,39
68,27
24,48
32,88
23,33
76,82
80,51
55,91
32,51
58,14
82,95
4,82
34,21
82,83
16,88
26,97
23,5
52,93
33,98
82,35
16,7
9,58
100,96
98,63
77,84
78,55
88,10
83,33
67,22
61,64
12,83
87,86
31,86
84,91
77,15
21,17
26,93
40,29
91,26
61,37
44,19
29,38
22,83
56,11
26,89
71,16
54,38
23,9
51,84
98,58
27,28
72,70
50,52
29,11
99,40
11,89
78,94
77,91
53,100
88,32
100,78
67,58
18,53
36,42
99,69
96,85
6,77
29,67
29,55
94,9
98,79
73,56
46,75
26,1
84,98
28,13
22,83
35,94
35,40
60,22
58,86
62,55
73,63
17,42
51,53
83,63
18,100
74,55
7,16
65,52
64,91
73,92
38,38
29,60
81,72
57,88
42,91
53,71
12,66
18,70
84,62
13,52
7,1
68,39
90,65
55,33
76,5
42,80
39,13
37,70
57,71
61,45
15,50
15,66
87,27
40,84
36,70
22,53
91,94
10,90
74,32
36,65
96,49
14,78
99,34
56,50
94,56
57,69
34,61
87,24
59,72
41,78
82,46
91,62
51,24
55,1
65,76
25,43
20,60
45,90
39,70
77,52
20,84
44,34
57,5
76,82
12,67
13,68
30,93
69,3
3,32
8,75
17,19
78,84
73,88
58,74
26,63
98,34
19,97
54,42
75,27
94,81
49,86
31,6
60,30
61,99
25,63
81,20
3,42
81,11
84,27
41,90
24,9
58,39
32,94
21,11
91,6
92,14
71,39
68,22
72,30
44,81
100,96
89,25
87,55
33,70
11,70
31,74
64,34
80,88
50,95
52,100
65,40
31,43
16,87
16,50
82,87
35,12
88,34
88,23
44,74
43,20
45,55
40,25
64,60
54,19
70,13
5,6
100,34
20,35
36,16
54,88
51,70
3,88
63,38
11,90
61,6
12,5
30,58
17,4
22,93
6,23
80,44
29,62
48,79
46,1
88,83
52,100
87,90
27,54
95,49
7,37
93,8
65,18
21,22
67,81
55,95
38,24
85,34
13,18
18,32
66,10
9,57
46,70
23,96
96,72
60,70
77,2
72,53
26,41
73,44
90,92
67,28
13,79
97,51
34,25
87,14
71,100
69,95
42,16
40,43
64,38
91,99
3,40
32,14
58,29
72,5
84,47
26,39
41,96
73,22
35,27
26,59
53,57
73,46
40,47
84,12
62,4
43,26
40,17
45,75
31,97
95,68
58,14
61,20
93,51
77,33
91,80
36,54
99,96
42,8
71,38
41,77
2,85
1,84
10,93
41,97
64,40
5,36
7,74
24,65
50,52
31,52
5,40
87,66
26,3
92,80
8,48
32,85
20,62
54,32
28,29
20,95
82,44
69,24
40,88
39,44
95,89
81,21
87,99
53,19
99,64
11,96
80,6
67,43
26,99
79,73
67,54
49,98
73,48
87,17
60,13
1,78
98,54
4,33
52,36
99,8
55,50
7,62
4,35
85,26
98,29
34,64
61,16
15,82
98,86
98,1
30,9
14,50
35,80
15,17
76,86
87,66
27,31
17,93
70,30
10,53
16,67
34,96
77,29
14,48
1,27
87,63
64,30
9,1
17,98
83,76
41,45
27,21
66,19
100,95
47,35
54,9
4,63
43,87
35,33
11,8
70,35
16,97
97,85
83,25
52,66
62,17
38,44
62,88
82,3
89,61
21,80
94,42
29,25
9,36
43,63
97,71
67,64
1,12
88,16
33,35
51,91
34,94
81,40
94,95
55,14
45,83
24,76
52,39
74,52
66,12
82,69
84,14
78,100
15,36
70,65
8,47
92,73
12,41
88,24
37,58
40,94
21,82
72,15
19,72
35,97
65,84
98,68
68,1
36,75
91,34
33,58
30,50
91,24
48,93
50,30
23,36
69,41
56,44
67,40
37,26
61,54
21,53
5,58
84,88
22,41
98,27
28,6
29,79
71,70
99,28
64,21
61,22
17,84
24,68
93,83
36,12
64,54
63,9
96,69
61,99
77,69
74,10
88,4
74,55
82,58
30,24
45,97
81,43
10,13
48,56
67,55
60,35
43,82
2,74
72,39
59,14
23,100
56,85
91,62
72,81
4,24
21,1
43,1
13,53
8,5
59,60
95,26
59,18
91,37
27,61
74,15
66,38
22,49
10,21
1,64
87,33
34,5
57,59
11,28
32,69
29,70
47,42
59,75
11,6
66,2
68,90
27,91
39,33
6,100
63,1
33,58
62,49
8,18
98,70
39,70
40,29
71,19
93,86
43,81
34,55
44,8
51,1
86,22
21,89
41,91
48,35
84,26
95,62
31,43
64,92
21,21
39,55
93,43
23,31
86,35
95,9
9,81
3,45
85,46
88,23
58,26
3,36
49,93
87,97
41,31
52,50
57,13
55,90
73,49
83,29
89,58
38,77
21,98
95,40
15,6
83,83
70,24
16,37
85,18
100,54
55,25
37,51
93,11
59,43
24,65
22,42
70,12
61,11
3,91
48,56
90,17
40,82
18,59
76,7
12,2
79,75
78,66
77,67
62,70
34,35
